comment,code,non-information
"Make sure we remember which filter was used, to set the default for next time:","Globals.prefs.put(JabRefPreferences.LAST_USED_EXPORT, format.getName());",no
can not use BackgroundTask.wrap(Runnable) because Runnable.run() can't throw Exceptions,return null;,no
Set new location,if (context.getLocation() == DatabaseLocation.SHARED) {,no
FIXME: Show merge dialog?,entriesToAdd = xmpEntriesInFile;,no
Make sure directory exists since otherwise copy fails,Files.createDirectories(destination.getParent());,no
"GUI Dialog for the feature ""Find unlinked files"".",public class FindUnlinkedFilesDialog extends BaseDialog<Void> {,yes
Bind global state,stateManager.activeDatabaseProperty().bind(,no
Directory,"return node.path.getFileName() + "" ("" + node.fileCount + "" file"" + (node.fileCount > 1 ? ""s"" : """") + "")"";",no
"panelDirectory.setBorder(BorderFactory.createTitledBorder(BorderFactory.createEtchedBorder(), Localization.lang(""Select directory""))); panelFiles.setBorder(BorderFactory.createTitledBorder(BorderFactory.createEtchedBorder(), Localization.lang(""Select files""))); panelEntryTypesSelection.setBorder(BorderFactory.createTitledBorder(BorderFactory.createEtchedBorder(), Localization.lang(""BibTeX entry creation"")));",,yes
Subscribe to the search,"EasyBind.subscribe(stateManager.activeSearchQueryProperty(),",yes
"Look up the external file type registered for this filename, if any. @param filename The name of the file whose type to look up. @return The ExternalFileType registered, or null if none.",public Optional<ExternalFileType> getExternalFileTypeForName(String filename) {,no
First find a list of the default types:,List<ExternalFileType> defTypes = new ArrayList<>(getDefaultExternalFileTypes());,yes
This entry indicates that a default entry type should be removed:,ExternalFileType toRemove = null;,no
Then add the new one:,types.add(type);,yes
groupSidePane.getToggleCommand().setSelected(sidePaneManager.isComponentVisible(GroupSidePane.class)); previewToggle.setSelected(Globals.prefs.getPreviewPreferences().isPreviewPanelEnabled()); generalFetcher.getToggleCommand().setSelected(sidePaneManager.isComponentVisible(WebSearchPane.class)); openOfficePanel.getToggleCommand().setSelected(sidePaneManager.isComponentVisible(OpenOfficeSidePanel.class));,,yes
No file type was recognized. Try to find a usable file type based on mime type:,Optional<ExternalFileType> mimeType = getExternalFileTypeByMimeType(linkedFile.getFileType());,no
No type could be found from mime type. Try based on the extension:,return FileHelper.getFileExtension(linkedFile.getLink()),no
"Construct an ExternalFileType from a String array. This is used when reading file type definitions from Preferences, where the available data types are limited. We assume that the array contains the same values as the main constructor, in the same order.",public static ExternalFileType buildFromArgs(String[] val) {,no
Stores the list of external entry types in the preferences.,public void storeSettings() {,no
"Check if there are path separators in the suffix - if so, it is definitely not a proper suffix, so we should give up:",if (link.substring(index + 1).indexOf('/') >= 1) {,no
Adds the given list of menu items to the context menu. The usage of {@link Supplier} prevents that the menus need to be instantiated at this point. They are populated when the user needs them which prevents many unnecessary allocations when the main table is just scrolled with the entry editor open.,void addToContextMenu(final Supplier<List<MenuItem>> items);,no
"Found the linked file, so move it",try {,yes
"TODO: Reenable customize entry types feature (https://github.com/JabRef/jabref/issues/4719) factory.createMenuItem(StandardActions.CUSTOMIZE_ENTRY_TYPES, new CustomizeEntryAction(this)),",);,no
TODO: Show progress,taskExecutor.execute(writeTask);,no
"If we did not find a file type from the MIME type, try based on extension:",if (!suggestedType.isPresent()) {,no
"Converts a String value to the Type T. If the type cannot be directly casted to T, this method must be overriden in a subclass @param string The input value to convert @return The value or null if the value could not be casted","@SuppressWarnings(""unchecked"")",no
The default context menu with a specific menu copying a DOI URL. @param textArea text-area that this menu will be connected to @return menu containing items of the default menu and an item for copying a DOI URL,public static Supplier<List<MenuItem>> getDOIMenu(TextArea textArea) {,no
This class represents a file link for a Bibtex entry.,,no
@author jzieren,class UndoableMoveGroup extends AbstractUndoableJabRefEdit {,no
We want to notify all tabs about the changes to avoid problems when changing the column set.,for (int i = 0; i < tabbedPane.getTabs().size(); i++) {,no
Number of hits,"PseudoClass anySelected = PseudoClass.getPseudoClass(""any-selected"");",no
"remember path to edited node. this cannot be stored as a reference, because the reference itself might change. the method below is more robust.",m_pathToNode = editedNode.getNode().getIndexedPathFromRoot();,no
traverse path up to but last element,for (int i = 0; i < (m_pathToNode.size() - 1); ++i) {,yes
The path to the global groups root node,private final List<Integer> m_subtreeRootPath;,no
This holds the new subtree (the root's modified children) to allow redo.,private final List<GroupTreeNode> m_modifiedSubtree = new ArrayList<>();,no
get node to edit TODO: NULL,final GroupTreeNode subtreeRoot = m_groupRoot.getDescendant(m_subtreeRootPath).get(); //TODO: NULL,no
Dialog for creating or modifying groups. Operates directly on the Vector containing group information.,class GroupDialog extends BaseDialog<AbstractGroup> {,no
create layout,HBox mainPanel = new HBox(15);,no
"Edit group, changed name to something that is already present",warnAboutSameName = true;,no
configure for current type,if (editedGroup == null) {,no
The groups side pane.,public class GroupSidePane extends SidePaneComponent {,yes
"panel.getUndoManager().addEdit(new UndoableMoveGroup(this.groupsRoot, moveChange)); panel.markBaseChanged(); frame.output(Localization.lang(""Moved group \""%0\""."", node.getNode().getGroup().getName()));",},yes
"In case we want to move an item in the same parent and the item is moved down, we need to adjust the target index",if (targetParent.equals(getParent())) {,no
TODO: Keep assignments,boolean keepPreviousAssignments = dialogService.showConfirmationDialogAndWait(,no
"WarnAssignmentSideEffects.warnAssignmentSideEffects(newGroup, panel.frame());",boolean removePreviousAssignments = (oldGroup.getGroupNode().getGroup() instanceof ExplicitGroup),yes
New languages of the help have to be added here,"private static final Set<String> AVAILABLE_LANG_FILES = Stream.of(""en"", ""de"", ""fr"", ""in"", ""ja"")",no
